Property_ID,District,Building_Type,Gross_Area_m2,Rooms,Bathrooms,Building_Age,Floor,Total_Floors,Heating_Type,Furnished_Status,Parking_Spaces,Balconies,In_Residential_Complex,View_Type,Distance_to_Center_km,Distance_to_Transit_km,Elevator,Security,Price_TL
HP-01463,Atasehir,Villa,170.8,5,2,47,0,4,Natural_Gas,Unfurnished,1,0,Yes,City,4.69,2.17,No,No,10013500.89
HP-01464,Atasehir,Apartment,174.9,6,2,52,4,6,Heat_Pump,Unfurnished,0,1,No,Street,4.30,0.98,Yes,No,6310962.87
HP-01465,Atasehir,Detached,145.4,4,2,6,0,8,Natural_Gas,Unfurnished,1,1,Yes,Park,1.17,0.26,No,Yes,11085527.59
HP-01466,Kadikoy,Townhouse,188.6,5,2,29,12,23,Heat_Pump,Unfurnished,0,0,No,Street,2.28,1.02,No,Yes,11752506.98
HP-01467,Sisli,Detached,173.4,6,2,3,0,6,Natural_Gas,Semi_Furnished,2,2,No,City,2.42,0.27,Yes,Yes,14372745.11
HP-01468,Atasehir,Detached,601.5,12,4,17,0,13,Electric,Unfurnished,2,0,No,City,8.46,0.05,Yes,No,50358249.04
HP-01469,Uskudar,Apartment,87.9,3,1,22,1,7,Coal,Unfurnished,1,3,No,Park,8.90,1.44,Yes,Yes,5782409.77
HP-01470,Atasehir,Villa,285.3,8,3,27,0,12,Natural_Gas,Unfurnished,1,2,Yes,Street,3.78,0.82,No,No,22914382.89
HP-01471,Konyaalti,Residence,230.8,8,4,3,26,31,Natural_Gas,Semi_Furnished,1,1,No,Nature,0.64,0.82,No,Yes,20471160.58
HP-01472,Nilufer,Residence,119.3,3,,10,12,22,Central,Semi_Furnished,0,0,Yes,Park,5.93,1.14,Yes,No,5552863.83
HP-01473,Sisli,Apartment,67.9,2,1,75,17,27,Natural_Gas,Furnished,0,,No,Sea,13.43,1.87,Yes,No,3407432.97
HP-01474,Besiktas,Apartment,199.4,5,2,15,11,21,Natural_Gas,Unfurnished,0,4,No,Street,2.10,0.64,No,Yes,15544371.06
HP-01475,Kadikoy,Villa,190.3,5,2,2,0,11,Natural_Gas,Unfurnished,0,1,No,Park,1.22,0.88,Yes,No,26568594.98
HP-01476,Kadikoy,Residence,115.9,3,1,16,10,18,Natural_Gas,Furnished,1,1,Yes,City,15.08,0.29,No,No,9807851.42
HP-01477,Sisli,Villa,183.4,5,2,22,0,9,Central,Furnished,1,2,No,Park,8.00,1.42,Yes,Yes,14977159.39
HP-01478,Atasehir,Detached,189.3,6,2,11,0,13,Natural_Gas,Furnished,2,1,Yes,Street,12.76,1.66,Yes,No,12004011.06
HP-01479,Konyaalti,Apartment,449.8,11,4,5,26,39,Natural_Gas,Unfurnished,1,2,No,City,2.84,0.74,Yes,No,25951037.35
HP-01480,Besiktas,Residence,46.1,1,1,15,2,13,Natural_Gas,Unfurnished,2,2,Yes,Nature,5.54,0.92,No,Yes,6153622.57
HP-01481,Sisli,Apartment,115.1,4,2,1,27,33,Central,Furnished,3,1,Yes,Nature,5.14,2.23,Yes,Yes,12770134.66
HP-01482,Karsiyaka,Apartment,52.9,2,1,69,4,9,Natural_Gas,Unfurnished,0,2,Yes,Street,4.21,1.97,No,No,1783562.24
HP-01483,Atasehir,Villa,118.0,4,2,27,0,13,Natural_Gas,Semi_Furnished,0,1,No,Park,4.91,0.57,Yes,No,11070608.64
HP-01484,Uskudar,Apartment,72.6,2,1,32,3,16,,Semi_Furnished,2,2,No,City,8.00,1.06,Yes,No,3366731.09
HP-01485,Karsiyaka,Apartment,46.8,1,1,15,22,27,Natural_Gas,Semi_Furnished,1,1,No,City,11.30,2.05,Yes,No,1956199.97
HP-01486,Besiktas,Detached,167.5,5,2,3,0,3,Natural_Gas,Semi_Furnished,0,3,No,Park,0.94,2.72,Yes,Yes,25687991.51
HP-01487,Konyaalti,Detached,220.2,6,2,24,0,2,Heat_Pump,Unfurnished,1,2,No,Street,10.29,0.59,No,No,8871023.77
HP-01488,Nilufer,Townhouse,208.7,7,3,0,14,26,Natural_Gas,Semi_Furnished,1,3,No,Nature,,1.50,No,No,11660062.89
HP-01489,Kadikoy,Detached,294.0,7,2,5,0,7,Central,Unfurnished,0,1,No,City,7.82,0.43,Yes,Yes,27375373.65
HP-01490,Cankaya,Apartment,80.9,2,1,9,4,9,Natural_Gas,Furnished,1,1,Yes,Park,9.28,0.58,Yes,No,4016031.73
HP-01491,Nilufer,Apartment,157.9,5,2,29,16,29,Electric,Furnished,1,1,Yes,Park,3.25,0.54,Yes,Yes,5522437.60
HP-01492,Konyaalti,Residence,167.3,5,2,17,5,17,Central,Unfurnished,2,1,Yes,Street,1.34,0.49,Yes,Yes,11792487.42
HP-01493,Konyaalti,Detached,223.1,6,2,18,0,4,Central,Unfurnished,2,0,Yes,City,4.60,1.39,No,No,14208894.94
HP-01494,Sisli,Apartment,156.8,4,2,2,25,33,Heat_Pump,Unfurnished,0,1,No,Street,1.08,2.43,Yes,Yes,13997389.82
HP-01495,Sisli,Residence,186.5,5,2,0,10,22,Central,Unfurnished,1,2,Yes,Street,8.15,1.03,No,No,16980357.21
HP-01496,Sisli,Apartment,200.7,5,2,9,28,34,Natural_Gas,Semi_Furnished,0,1,No,Street,5.91,0.47,Yes,No,13711035.54
HP-01497,Nilufer,Residence,78.2,3,1,8,3,14,Natural_Gas,Unfurnished,1,1,Yes,Park,2.70,1.85,No,No,4295920.32
HP-01498,Sisli,Apartment,131.7,3,1,20,8,17,Central,Unfurnished,1,1,No,City,18.03,0.82,Yes,No,6591176.43
HP-01499,Beylikduzu,Residence,118.4,3,1,7,15,25,Electric,Furnished,1,0,Yes,Street,0.71,0.50,Yes,Yes,4533265.92
HP-01500,Beylikduzu,Apartment,93.1,3,1,9,23,36,,Unfurnished,0,1,Yes,City,3.53,1.03,Yes,No,3120632.26
HP-01501,Konyaalti,Apartment,78.5,3,,13,28,36,Natural_Gas,Unfurnished,1,1,No,Park,8.73,0.62,Yes,No,3821582.44
HP-01502,Atasehir,Detached,169.7,4,2,39,0,3,Natural_Gas,Unfurnished,3,3,No,City,8.44,0.57,Yes,No,9029405.17
HP-01503,Nilufer,Apartment,119.7,4,1,0,23,29,,Semi_Furnished,2,1,No,Nature,13.19,1.29,Yes,Yes,5339798.49
HP-01504,Konyaalti,Apartment,163.4,4,1,5,12,22,Natural_Gas,Unfurnished,1,2,No,Nature,5.29,2.72,Yes,No,10016631.31
HP-01505,Nilufer,Apartment,39.1,1,1,26,2,13,Central,Unfurnished,0,1,Yes,Sea,3.42,0.42,Yes,No,1557100.94
HP-01506,Sisli,Detached,208.3,6,2,18,0,13,Natural_Gas,Furnished,1,0,Yes,Street,7.41,0.40,Yes,No,16804540.04
HP-01507,Nilufer,Apartment,90.9,3,1,0,26,30,Natural_Gas,Unfurnished,0,2,Yes,Nature,8.01,3.06,Yes,Yes,4166592.38
HP-01508,Kadikoy,Villa,235.9,8,4,1,0,4,Central,Furnished,2,2,No,Street,3.60,0.38,Yes,No,28511712.67
HP-01509,Kadikoy,Apartment,35.0,1,1,0,23,29,Electric,Furnished,1,2,No,Nature,3.85,0.38,Yes,No,2735012.95
HP-01510,Uskudar,Apartment,48.6,1,1,11,20,24,Heat_Pump,Semi_Furnished,2,2,No,Street,3.00,0.69,No,No,3104982.28
HP-01511,Sisli,Apartment,114.8,3,1,5,27,31,Natural_Gas,Unfurnished,1,0,Yes,Street,14.13,1.00,No,Yes,7582969.92
HP-01512,Konyaalti,Apartment,35.0,1,1,10,5,17,Natural_Gas,Unfurnished,1,1,Yes,Nature,8.01,0.84,Yes,No,1683964.46
HP-01513,Nilufer,Apartment,152.1,5,2,6,14,23,Central,Furnished,2,1,Yes,Street,2.73,1.40,Yes,Yes,7374544.68
HP-01514,Beylikduzu,Apartment,214.5,6,3,5,23,28,Heat_Pump,Unfurnished,1,1,No,Street,1.81,1.61,No,Yes,8447158.02
HP-01515,Sisli,Apartment,145.5,4,1,40,9,18,Heat_Pump,Unfurnished,0,2,No,Street,6.01,0.29,Yes,Yes,6890537.11
HP-01516,Uskudar,Apartment,161.8,5,2,4,23,25,Electric,Unfurnished,1,1,No,Sea,3.87,1.07,Yes,No,13046907.48
HP-01517,Uskudar,Villa,,3,1,25,0,8,Natural_Gas,Furnished,2,2,No,Street,3.78,1.86,Yes,Yes,7581812.92
HP-01518,Uskudar,Residence,131.7,5,2,9,17,23,Natural_Gas,Unfurnished,0,1,Yes,Nature,0.44,2.54,Yes,Yes,10829190.70
HP-01519,Atasehir,Townhouse,173.3,6,2,7,2,13,Central,Furnished,1,1,No,City,4.48,1.35,Yes,No,10638999.17
HP-01520,Kadikoy,Apartment,145.9,4,2,30,18,20,Natural_Gas,Unfurnished,0,2,No,Nature,6.17,0.30,No,No,9675744.08
HP-01521,Beylikduzu,Apartment,59.6,2,1,41,15,24,Natural_Gas,Unfurnished,0,1,Yes,Sea,9.84,2.04,No,Yes,2534685.92
HP-01522,Konyaalti,Apartment,98.8,3,1,41,9,22,Natural_Gas,Furnished,1,1,No,City,4.66,1.03,Yes,Yes,4761337.19
HP-01523,Kadikoy,Apartment,131.7,4,1,45,25,38,Natural_Gas,Unfurnished,1,1,Yes,Sea,39.96,0.65,No,Yes,9761994.04
HP-01524,Besiktas,Apartment,115.6,3,1,14,0,2,Heat_Pump,Furnished,2,1,No,Street,20.94,1.49,No,No,7977347.02
HP-01525,Kadikoy,Detached,227.0,6,2,2,0,9,Natural_Gas,Unfurnished,2,1,Yes,City,3.09,1.30,No,No,24542710.76
HP-01526,Konyaalti,Villa,191.9,5,2,16,0,4,Electric,Furnished,2,2,Yes,City,5.68,1.39,Yes,No,17455154.73
HP-01527,Konyaalti,Apartment,179.2,6,3,8,24,29,Heat_Pump,Unfurnished,2,1,No,City,6.05,1.73,No,No,8961116.11
HP-01528,Konyaalti,Apartment,109.5,3,1,14,13,18,Central,Furnished,1,2,No,Park,5.36,0.65,No,No,7241267.52
HP-01529,Cankaya,Apartment,108.8,3,1,15,26,33,Natural_Gas,Semi_Furnished,1,1,Yes,Street,9.44,0.08,Yes,No,5308542.59
HP-01530,Konyaalti,Apartment,153.2,4,2,8,18,29,Natural_Gas,Unfurnished,1,1,Yes,Nature,13.98,0.64,Yes,Yes,7711295.67
HP-01531,Konyaalti,Apartment,132.0,4,1,8,16,21,Natural_Gas,Semi_Furnished,0,3,Yes,Street,1.17,3.06,Yes,No,7128126.31
HP-01532,Besiktas,Apartment,168.5,6,2,0,23,28,Natural_Gas,Unfurnished,1,1,No,City,17.72,0.75,No,No,18148358.41
HP-01533,Uskudar,Residence,97.1,2,1,18,8,21,Natural_Gas,Semi_Furnished,1,0,Yes,Sea,4.78,1.40,Yes,No,10864516.00
HP-01534,Konyaalti,Detached,210.8,5,2,16,0,11,Natural_Gas,Unfurnished,0,2,No,Street,3.28,0.55,Yes,No,11916417.26
HP-01535,Nilufer,Apartment,173.3,5,2,12,16,26,Natural_Gas,Unfurnished,1,4,Yes,Nature,6.10,0.21,Yes,Yes,9596210.36
HP-01536,Kadikoy,Apartment,237.8,7,,3,22,25,Natural_Gas,Unfurnished,1,1,Yes,Park,7.54,1.66,Yes,Yes,21915332.98
HP-01537,Konyaalti,Residence,159.8,4,2,2,8,12,Central,Semi_Furnished,1,1,No,Street,5.03,0.96,No,No,10682359.12
HP-01538,Kadikoy,Apartment,153.9,4,,4,14,24,Natural_Gas,Unfurnished,1,1,No,Sea,7.42,2.29,Yes,No,16333041.47
HP-01539,Nilufer,Apartment,171.8,4,1,2,14,21,Coal,Semi_Furnished,1,2,Yes,City,2.44,0.38,Yes,Yes,8187604.87
HP-01540,Atasehir,Apartment,89.8,2,1,13,0,11,Natural_Gas,Semi_Furnished,3,2,No,Street,4.61,0.43,Yes,No,4647564.25
HP-01541,Beylikduzu,Apartment,113.6,3,1,2,28,31,Natural_Gas,Unfurnished,1,2,Yes,Street,3.92,0.60,Yes,Yes,4154336.16
HP-01542,Kadikoy,Apartment,121.2,3,1,10,22,24,Central,Semi_Furnished,1,2,No,Street,1.38,0.46,Yes,No,8629577.04
HP-01543,Sisli,Apartment,109.4,4,2,32,1,5,Central,Semi_Furnished,0,1,Yes,Sea,5.01,0.21,Yes,No,9393990.41
HP-01544,Nilufer,Residence,72.3,2,1,41,16,18,Natural_Gas,Furnished,1,1,No,Sea,5.70,1.12,Yes,No,3301809.15
HP-01545,Atasehir,Townhouse,148.2,3,1,5,21,26,Central,Unfurnished,1,2,No,Street,5.53,3.00,Yes,No,8814157.22
HP-01546,Cankaya,Residence,127.9,4,1,27,13,16,Natural_Gas,Unfurnished,1,1,No,Sea,9.43,0.22,Yes,Yes,7428577.52
HP-01547,Besiktas,Detached,228.6,7,2,2,0,8,Central,Furnished,1,2,No,Sea,15.39,0.27,Yes,No,29885983.49
HP-01548,Beylikduzu,Apartment,82.1,2,1,7,0,9,Natural_Gas,Unfurnished,1,2,No,Street,7.79,1.41,Yes,Yes,2749929.73
HP-01549,Uskudar,Apartment,138.3,4,1,15,19,25,Central,Semi_Furnished,3,1,Yes,Park,3.97,1.13,No,No,10808996.73
HP-01550,Beylikduzu,Apartment,142.5,3,1,5,13,22,Central,Semi_Furnished,1,2,No,Street,8.55,0.44,Yes,Yes,4919919.68
HP-01551,Konyaalti,Townhouse,285.8,8,3,7,3,8,Natural_Gas,Unfurnished,1,1,Yes,Street,1.42,3.00,Yes,No,18582131.16
HP-01552,Karsiyaka,Apartment,95.0,2,1,8,9,15,Natural_Gas,Furnished,0,1,No,Park,4.07,1.78,No,Yes,4593075.98
HP-01553,Atasehir,Apartment,55.9,1,1,3,8,18,Heat_Pump,Semi_Furnished,1,2,No,Street,3.94,0.19,Yes,Yes,2951766.29
HP-01554,Uskudar,Townhouse,133.6,4,1,11,19,25,Natural_Gas,Unfurnished,1,1,No,Street,11.60,1.39,Yes,No,7856915.61
HP-01555,Beylikduzu,Apartment,94.6,3,1,38,27,30,Central,Furnished,1,1,Yes,Park,10.64,,Yes,No,2671665.04
HP-01556,Beylikduzu,Apartment,112.4,3,1,52,3,11,Natural_Gas,Unfurnished,1,1,Yes,Sea,3.27,1.05,Yes,Yes,3895673.36
HP-01557,Nilufer,Residence,100.2,2,1,18,18,28,Natural_Gas,Unfurnished,1,1,No,Nature,11.88,1.50,Yes,Yes,3758171.72
HP-01558,Atasehir,Villa,155.0,4,2,31,,12,Central,Semi_Furnished,1,1,Yes,Street,3.53,0.43,Yes,Yes,11748484.69
HP-01559,Konyaalti,Apartment,78.2,2,1,37,20,25,Central,Unfurnished,1,1,No,Street,4.33,0.34,Yes,Yes,3385084.57
HP-01560,Besiktas,Apartment,165.2,4,2,,18,27,Central,Semi_Furnished,1,1,Yes,Nature,4.71,0.98,Yes,No,11386238.24
HP-01561,Atasehir,Apartment,110.7,4,2,7,22,27,Natural_Gas,Semi_Furnished,1,0,Yes,City,5.60,1.16,No,No,6508198.17
HP-01562,Uskudar,Townhouse,179.9,5,2,32,18,27,Natural_Gas,Semi_Furnished,2,1,No,Street,2.04,0.97,No,No,13557251.36
HP-01563,Sisli,Townhouse,178.6,5,2,4,10,20,Natural_Gas,Furnished,0,1,Yes,Street,6.80,1.38,Yes,Yes,11645805.42
HP-01564,Cankaya,Residence,146.0,5,2,18,6,14,Central,Semi_Furnished,2,2,No,City,10.94,0.34,Yes,No,8412031.28
HP-01565,Besiktas,Apartment,162.5,4,2,57,4,13,Natural_Gas,Unfurnished,1,0,No,Street,7.62,0.84,No,No,11320454.50
HP-01566,Kadikoy,Apartment,181.9,6,2,12,23,26,Natural_Gas,Furnished,1,,No,Street,8.91,1.93,No,No,11430752.41
HP-01567,Uskudar,Apartment,35.0,1,1,26,17,26,Central,Unfurnished,1,1,No,Street,3.63,1.75,Yes,Yes,1671267.06
HP-01568,Kadikoy,Detached,135.4,5,2,52,0,8,Natural_Gas,Semi_Furnished,1,2,No,Street,5.15,1.48,Yes,No,7236031.71
HP-01569,Kadikoy,Apartment,102.4,3,1,16,23,26,Heat_Pump,Furnished,1,1,Yes,Street,20.63,1.78,Yes,Yes,4148584.48
HP-01570,Cankaya,Residence,225.5,5,2,15,9,21,Natural_Gas,Unfurnished,1,0,Yes,City,5.26,,Yes,Yes,13164680.50
HP-01571,Kadikoy,Apartment,73.5,2,1,8,4,13,Heat_Pump,Semi_Furnished,2,1,Yes,City,2.80,1.84,No,Yes,5998196.93
HP-01572,Karsiyaka,Apartment,151.9,4,1,16,19,26,Natural_Gas,Semi_Furnished,1,1,Yes,Nature,1.16,1.30,Yes,Yes,22816907.83
HP-01573,Karsiyaka,Residence,98.0,3,1,2,8,11,Natural_Gas,Furnished,0,1,No,Street,6.88,0.91,Yes,Yes,5312672.58
HP-01574,Nilufer,Apartment,110.1,3,1,11,4,6,Natural_Gas,Semi_Furnished,0,1,No,Street,2.97,1.77,Yes,No,3584664.67
HP-01575,Kadikoy,Apartment,35.0,1,1,8,28,30,Natural_Gas,Furnished,1,1,Yes,Park,10.61,0.19,Yes,Yes,2579259.34
HP-01576,Cankaya,Apartment,174.8,6,3,13,21,30,Natural_Gas,Furnished,1,0,Yes,City,10.10,1.75,Yes,Yes,7752608.73
HP-01577,Beylikduzu,Apartment,145.0,3,1,21,25,29,Central,Unfurnished,3,1,Yes,Street,2.12,0.05,Yes,No,6124521.74
HP-01578,Karsiyaka,Residence,121.9,3,1,10,9,22,Central,Semi_Furnished,1,1,Yes,Sea,1.61,1.63,Yes,No,9653004.72
HP-01579,Cankaya,Detached,213.3,6,2,3,0,9,Natural_Gas,Furnished,0,1,No,City,6.76,0.21,Yes,Yes,13639193.75
HP-01580,Sisli,Apartment,215.6,5,2,8,7,15,Central,Unfurnished,1,1,Yes,City,2.61,0.18,Yes,No,15203715.84
HP-01581,Sisli,Villa,137.9,4,2,17,0,3,Natural_Gas,Unfurnished,1,1,Yes,Park,5.34,0.51,No,Yes,15267278.18
HP-01582,Konyaalti,Detached,145.2,5,2,4,0,2,Natural_Gas,Unfurnished,0,0,Yes,Nature,1.58,0.88,Yes,Yes,8964548.29
HP-01583,Karsiyaka,Townhouse,139.8,5,2,1,10,17,Natural_Gas,Unfurnished,2,2,Yes,Sea,0.29,0.43,Yes,No,13170568.28
HP-01584,Karsiyaka,Apartment,151.5,5,2,22,20,22,Central,Semi_Furnished,1,1,Yes,Nature,6.59,1.11,Yes,Yes,8968819.66
HP-01585,Karsiyaka,Apartment,141.5,5,2,39,13,21,Natural_Gas,Unfurnished,1,2,No,Street,6.29,0.85,Yes,Yes,5796899.34
HP-01586,Besiktas,Apartment,148.0,4,2,30,27,30,Electric,Furnished,1,2,No,City,11.49,2.62,Yes,Yes,11897992.32
HP-01587,Uskudar,Apartment,59.0,2,1,8,23,33,Natural_Gas,Unfurnished,0,0,Yes,City,15.96,1.88,No,Yes,3550184.79
HP-01588,Cankaya,Residence,138.2,4,2,42,14,21,Electric,Unfurnished,2,1,Yes,Nature,2.61,0.24,Yes,Yes,7595919.57
HP-01589,Karsiyaka,Apartment,177.4,5,2,0,26,37,Natural_Gas,Semi_Furnished,1,2,Yes,City,6.56,2.19,Yes,No,13363865.91
HP-01590,Sisli,Residence,,2,1,4,22,26,Central,Unfurnished,0,1,No,Street,1.44,0.34,No,No,4813597.20
HP-01591,Besiktas,Apartment,137.6,4,1,16,7,13,Central,Furnished,0,2,No,Park,3.20,,Yes,Yes,10748838.43
HP-01592,Nilufer,Residence,118.0,3,1,3,25,27,Natural_Gas,Unfurnished,1,1,Yes,City,7.58,2.48,Yes,Yes,6627036.27
HP-01593,Uskudar,Apartment,117.9,3,1,4,24,36,Natural_Gas,Furnished,0,1,Yes,Sea,8.41,0.21,Yes,Yes,11523947.78
HP-01594,Sisli,Residence,,3,1,9,8,13,Electric,Unfurnished,0,2,No,Park,1.80,0.33,Yes,No,8286776.53
HP-01595,Uskudar,Villa,192.8,7,,11,0,9,Natural_Gas,Furnished,1,2,No,Street,0.97,1.13,Yes,No,17933906.20
HP-01596,Uskudar,Apartment,200.3,5,2,3,24,27,Natural_Gas,Semi_Furnished,1,1,No,Nature,6.12,1.81,Yes,Yes,15645545.35
HP-01597,Uskudar,Apartment,,3,1,8,12,23,Natural_Gas,Furnished,1,1,Yes,Park,5.36,2.19,Yes,Yes,6522279.41
HP-01598,Konyaalti,Apartment,104.0,3,1,33,5,8,Central,Furnished,0,1,No,Street,0.82,1.48,Yes,Yes,5256690.43
HP-01599,Sisli,Apartment,180.5,6,2,14,17,23,Central,Unfurnished,2,1,No,Street,1.87,0.78,Yes,No,12068909.54
HP-01600,Kadikoy,Residence,154.3,5,2,9,18,21,Natural_Gas,Unfurnished,1,1,Yes,City,4.76,1.17,No,No,16109252.96
HP-01601,Beylikduzu,Apartment,115.0,3,1,19,22,30,Natural_Gas,Furnished,1,2,Yes,Nature,3.51,1.53,Yes,No,4799269.26
HP-01602,Karsiyaka,Apartment,86.1,2,1,3,21,26,Heat_Pump,Unfurnished,1,1,Yes,Nature,10.96,0.62,No,Yes,4767453.55
HP-01603,Konyaalti,Apartment,96.0,3,1,12,8,15,Natural_Gas,Furnished,1,1,No,Nature,3.03,0.53,Yes,No,5725214.50
HP-01604,Sisli,Apartment,91.1,3,1,10,4,10,Natural_Gas,Furnished,0,1,Yes,Street,4.06,1.37,Yes,No,6748607.55
HP-01605,Atasehir,Apartment,171.2,5,2,3,15,21,Natural_Gas,Semi_Furnished,1,1,Yes,Street,1.41,0.92,No,No,11634851.71
HP-01606,Konyaalti,Villa,178.6,4,1,25,0,3,Natural_Gas,Furnished,0,1,Yes,Street,9.76,0.56,Yes,Yes,10958933.93
HP-01607,Nilufer,Residence,150.3,4,1,13,7,12,Central,Unfurnished,1,4,No,Street,10.17,2.79,Yes,No,5647431.62
HP-01608,Sisli,Apartment,95.7,3,1,20,28,34,Natural_Gas,Unfurnished,1,1,No,Street,5.91,0.21,Yes,Yes,5735423.82
HP-01609,Besiktas,Apartment,82.9,3,1,2,1,3,Electric,Furnished,2,1,No,Street,5.11,1.02,No,Yes,9645489.87
HP-01610,Besiktas,Apartment,95.6,2,1,27,12,24,Natural_Gas,Semi_Furnished,0,2,Yes,City,12.07,3.25,Yes,No,6699385.34
HP-01611,Sisli,Apartment,232.0,8,4,4,26,35,Natural_Gas,Semi_Furnished,3,1,Yes,Sea,9.41,0.52,Yes,No,25759141.12
HP-01612,Nilufer,Apartment,190.6,6,3,19,15,23,Natural_Gas,Unfurnished,1,1,No,Street,1.86,3.69,Yes,No,7956145.16
HP-01613,Beylikduzu,Apartment,113.1,3,1,,26,29,Electric,Unfurnished,1,1,Yes,Street,2.30,0.32,Yes,Yes,4055037.31
HP-01614,Karsiyaka,Apartment,183.8,4,2,22,25,30,Central,Unfurnished,0,0,Yes,Park,8.16,1.54,Yes,Yes,8761474.56
HP-01615,Uskudar,Townhouse,180.1,5,2,9,23,31,Natural_Gas,Unfurnished,0,1,No,Street,1.54,0.55,Yes,Yes,11102775.25
HP-01616,Nilufer,Detached,140.1,5,2,16,0,4,Natural_Gas,Semi_Furnished,1,1,Yes,Nature,14.03,1.49,Yes,Yes,5016343.02
HP-01617,Nilufer,Apartment,172.2,5,2,0,16,21,Natural_Gas,Unfurnished,1,0,Yes,Street,10.83,1.48,Yes,Yes,6717175.91
HP-01618,Atasehir,Apartment,130.1,3,1,3,17,19,Central,Unfurnished,1,1,No,City,5.10,0.52,No,No,10182683.94
HP-01619,Cankaya,Residence,159.8,4,1,13,15,18,Central,Furnished,1,1,No,Nature,4.44,1.23,Yes,No,9312804.05
HP-01620,Konyaalti,Villa,200.4,6,3,46,0,8,Natural_Gas,Semi_Furnished,1,1,Yes,Street,10.31,1.08,No,Yes,10382812.78
HP-01621,Uskudar,Detached,145.3,3,1,10,0,12,Electric,Furnished,1,0,Yes,Nature,3.25,1.08,Yes,No,11042267.25
HP-01622,Atasehir,Apartment,109.9,3,1,15,0,4,Central,Furnished,2,1,No,Street,1.82,0.23,Yes,Yes,7401989.16
HP-01623,Sisli,Townhouse,162.3,4,1,18,27,35,Natural_Gas,Furnished,0,1,No,Street,6.53,1.24,Yes,No,8442449.06
HP-01624,Besiktas,Residence,157.3,5,2,17,24,32,Coal,Unfurnished,1,2,Yes,Park,16.31,0.84,Yes,No,14005467.14
HP-01625,Nilufer,Townhouse,207.6,6,,16,6,11,Heat_Pump,Semi_Furnished,2,1,No,City,7.79,1.19,No,Yes,8663556.29
HP-01626,Konyaalti,Apartment,35.0,1,1,5,6,13,Electric,Unfurnished,2,0,Yes,Street,6.61,0.27,Yes,No,1566136.86
HP-01627,Atasehir,Detached,231.7,8,4,6,0,2,Natural_Gas,Semi_Furnished,1,1,No,City,6.90,1.28,Yes,No,16252382.93
HP-01628,Uskudar,Apartment,161.3,4,1,24,9,20,Natural_Gas,Semi_Furnished,1,1,Yes,Street,5.88,0.80,Yes,Yes,10396790.48
HP-01629,Nilufer,Detached,255.8,7,3,3,0,2,Natural_Gas,Unfurnished,0,1,Yes,Street,2.93,0.97,Yes,No,13635819.39
HP-01630,Atasehir,Apartment,191.1,6,2,53,0,6,Heat_Pump,Unfurnished,1,0,No,City,10.83,0.30,Yes,No,9774745.82
HP-01631,Kadikoy,Apartment,168.5,5,2,62,27,35,Natural_Gas,Semi_Furnished,0,2,Yes,City,6.71,1.05,Yes,Yes,7931794.34
HP-01632,Uskudar,Apartment,78.4,3,1,55,26,32,Natural_Gas,Furnished,0,1,No,Nature,3.73,0.73,No,Yes,4062308.47
HP-01633,Karsiyaka,Villa,219.1,7,3,5,0,9,Natural_Gas,Unfurnished,1,3,No,Street,6.76,1.87,No,Yes,19622834.24
HP-01634,Sisli,Apartment,124.2,3,1,8,2,7,Natural_Gas,Furnished,3,2,No,Street,0.89,0.97,No,No,10386076.29
HP-01635,Karsiyaka,Apartment,222.3,7,3,3,12,17,Central,Semi_Furnished,1,1,No,Park,5.03,1.36,Yes,Yes,12844846.74
HP-01636,Konyaalti,Townhouse,164.1,4,2,1,7,17,Natural_Gas,Semi_Furnished,1,1,Yes,City,3.92,0.37,Yes,No,12262501.16
HP-01637,Atasehir,Apartment,67.8,2,,30,12,19,Central,Unfurnished,1,1,No,Nature,11.73,0.70,No,No,2932194.53
HP-01638,Beylikduzu,Apartment,163.5,5,2,5,3,6,Natural_Gas,Unfurnished,1,1,No,Sea,8.20,2.35,Yes,Yes,6609227.17
HP-01639,Cankaya,Apartment,109.9,3,1,18,18,23,Heat_Pump,Unfurnished,1,1,No,Sea,8.31,1.61,No,No,5128467.60
HP-01640,Besiktas,Apartment,250.6,9,4,72,9,16,Central,Furnished,0,2,No,Street,1.63,1.40,No,No,14672478.43
HP-01641,Cankaya,Apartment,172.8,4,1,0,10,22,Natural_Gas,Unfurnished,1,0,Yes,Sea,2.97,1.12,No,Yes,11560769.21
HP-01642,Sisli,Apartment,47.5,2,1,13,3,15,Natural_Gas,Unfurnished,1,2,Yes,Street,5.84,0.33,Yes,Yes,2852400.62
HP-01643,Karsiyaka,Apartment,167.3,5,2,28,1,10,Central,Unfurnished,1,1,Yes,City,4.86,0.39,Yes,Yes,8724697.04
HP-01644,Sisli,Residence,117.8,4,2,18,4,9,Central,Unfurnished,0,1,No,Park,12.23,2.60,Yes,Yes,7525103.21
HP-01645,Beylikduzu,Apartment,108.4,4,1,22,25,31,Central,Semi_Furnished,1,1,Yes,Street,4.72,0.56,Yes,Yes,4030301.30
HP-01646,Kadikoy,Apartment,71.4,2,1,10,4,8,Natural_Gas,Unfurnished,1,1,Yes,City,2.47,2.29,Yes,Yes,4704301.44
HP-01647,Uskudar,Apartment,146.4,3,1,,14,24,Central,Semi_Furnished,1,2,Yes,Park,2.29,0.41,No,No,10829500.16
